record_date,account_type,transaction_type,transaction_catg,transaction_catg_desc,transaction_today_amt,transaction_mtd_amt,transaction_fytd_amt,table_nbr,table_nm,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2024-07-01,Treasury General Account (TGA),Deposits,HHS - Medicare Premiums,null,282,282,42139,II,Deposits and Withdrawals of Operating Cash,11,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Homeland Security (DHS) - misc,null,58,58,5273,II,Deposits and Withdrawals of Operating Cash,12,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DHS - Customs and Certain Excise Taxes,null,143,143,69429,II,Deposits and Withdrawals of Operating Cash,13,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DHS - Fed Emergency Mgmt Agency (FEMA),null,21,21,2475,II,Deposits and Withdrawals of Operating Cash,14,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DHS - Seized Assets,null,2,2,1508,II,Deposits and Withdrawals of Operating Cash,15,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DHS - Transportation Security Admn (TSA),null,3,3,3615,II,Deposits and Withdrawals of Operating Cash,16,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Housing & Urban Dev (HUD) - misc,null,9,9,4532,II,Deposits and Withdrawals of Operating Cash,17,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,HUD - Federal Housing Admin (FHA),null,77,77,16169,II,Deposits and Withdrawals of Operating Cash,18,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Interior (DOI) - misc,null,9,9,1410,II,Deposits and Withdrawals of Operating Cash,19,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DOI - Fish and Wildlife and Parks,null,7,7,512,II,Deposits and Withdrawals of Operating Cash,20,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DOI - Gas and Oil Lease Sales Proceeds,null,390,390,12410,II,Deposits and Withdrawals of Operating Cash,21,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DOI - Land and Minerals Management,null,2,2,679,II,Deposits and Withdrawals of Operating Cash,22,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DOI - Water and Science,null,3,3,682,II,Deposits and Withdrawals of Operating Cash,23,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Justice (DOJ),null,20,20,10256,II,Deposits and Withdrawals of Operating Cash,24,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Labor (DOL) - misc,null,3,3,404,II,Deposits and Withdrawals of Operating Cash,25,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,DOL - Pension Benefit Guaranty Corp.,null,2,2,8832,II,Deposits and Withdrawals of Operating Cash,26,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of State (DOS),null,11,11,2546,II,Deposits and Withdrawals of Operating Cash,27,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Transportation (DOT),null,102,102,1959,II,Deposits and Withdrawals of Operating Cash,28,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Treasury (TREAS) - misc,null,2,2,1976,II,Deposits and Withdrawals of Operating Cash,29,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,TREAS - Bureau of Engraving and Printing,null,0,0,911,II,Deposits and Withdrawals of Operating Cash,30,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,TREAS - Comptroller of the Currency,null,0,0,904,II,Deposits and Withdrawals of Operating Cash,31,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,TREAS - Federal Financing Bank,null,7,7,1633,II,Deposits and Withdrawals of Operating Cash,32,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,TREAS - GSE Proceeds,null,1,1,4865,II,Deposits and Withdrawals of Operating Cash,33,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,TREAS - United States Mint,null,4,4,3070,II,Deposits and Withdrawals of Operating Cash,34,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Corporate Income,null,286,286,406737,II,Deposits and Withdrawals of Operating Cash,35,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Estate and Gift,null,35,35,20245,II,Deposits and Withdrawals of Operating Cash,36,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Federal Unemployment (FUTA),null,4,4,7373,II,Deposits and Withdrawals of Operating Cash,37,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,"Taxes - IRS Collected Estate, Gift, misc",null,4,4,5153,II,Deposits and Withdrawals of Operating Cash,38,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Miscellaneous Excise,null,27,27,65640,II,Deposits and Withdrawals of Operating Cash,39,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Non Withheld Ind/SECA Electronic,null,742,742,498573,II,Deposits and Withdrawals of Operating Cash,40,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Non Withheld Ind/SECA Other,null,493,493,397640,II,Deposits and Withdrawals of Operating Cash,41,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Railroad Retirement,null,52,52,5173,II,Deposits and Withdrawals of Operating Cash,42,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Taxes - Withheld Individual/FICA,null,39546,39546,2496282,II,Deposits and Withdrawals of Operating Cash,43,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Dept of Veterans Affairs (VA),null,34,34,5594,II,Deposits and Withdrawals of Operating Cash,44,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,District of Columbia,null,0,0,283,II,Deposits and Withdrawals of Operating Cash,45,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Environmental Protection Agency (EPA),null,7,7,386,II,Deposits and Withdrawals of Operating Cash,46,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Export-Import Bank,null,0,0,1377,II,Deposits and Withdrawals of Operating Cash,47,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Federal Communications Commission (FCC),null,1,1,1237,II,Deposits and Withdrawals of Operating Cash,48,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,FCC - Universal Service Fund,null,3,3,6300,II,Deposits and Withdrawals of Operating Cash,49,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Federal Deposit Insurance Corp (FDIC),null,0,0,62426,II,Deposits and Withdrawals of Operating Cash,50,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Federal Reserve Earnings,null,0,0,2163,II,Deposits and Withdrawals of Operating Cash,51,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Federal Retirement Thrift Savings Plan,null,211,211,24869,II,Deposits and Withdrawals of Operating Cash,52,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Federal Trade Commission (FTC),null,3,3,502,II,Deposits and Withdrawals of Operating Cash,53,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,General Services Administration (GSA),null,15,15,2064,II,Deposits and Withdrawals of Operating Cash,54,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Independent Agencies - misc,null,24,24,3812,II,Deposits and Withdrawals of Operating Cash,55,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,International Monetary Fund (IMF),null,20,20,7292,II,Deposits and Withdrawals of Operating Cash,56,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Int'l Assistance Programs (IAP) - misc,null,0,0,4,II,Deposits and Withdrawals of Operating Cash,57,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,IAP - Agency for Int'l Development (AID),null,3,3,136,II,Deposits and Withdrawals of Operating Cash,58,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,IAP - Foreign Military Sales,null,1957,1957,39085,II,Deposits and Withdrawals of Operating Cash,59,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,IAP - US Int'l Devlop Finance Corp (DFC),null,3,3,1635,II,Deposits and Withdrawals of Operating Cash,60,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Judicial Branch - Courts,null,4,4,1681,II,Deposits and Withdrawals of Operating Cash,61,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Legislative Branch - misc,null,1,1,44,II,Deposits and Withdrawals of Operating Cash,62,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Legislative Branch - Library of Congress,null,0,0,158,II,Deposits and Withdrawals of Operating Cash,63,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,National Credit Union Admin (NCUA),null,0,0,931,II,Deposits and Withdrawals of Operating Cash,64,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,National Science Foundation (NSF),null,0,0,64,II,Deposits and Withdrawals of Operating Cash,65,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Office of Personnel Mgmt (OPM) - misc,null,0,0,6,II,Deposits and Withdrawals of Operating Cash,66,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,OPM - Federal Employee Insurance Receipt,null,2,2,3369,II,Deposits and Withdrawals of Operating Cash,67,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,RRB - Natl Railroad Retirement Inv Trust,null,182,182,1001,II,Deposits and Withdrawals of Operating Cash,68,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,RRB - Unemployment Insurance,null,0,0,167,II,Deposits and Withdrawals of Operating Cash,69,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Securities and Exchange Commission (SEC),null,2,2,2056,II,Deposits and Withdrawals of Operating Cash,70,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Small Business Administration (SBA),null,203,203,17679,II,Deposits and Withdrawals of Operating Cash,71,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Social Security Admin (SSA) - misc,null,5,5,714,II,Deposits and Withdrawals of Operating Cash,72,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,SSA - Supplemental Security Income,null,0,0,2728,II,Deposits and Withdrawals of Operating Cash,73,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,State Unemployment Insurance Deposits,null,14,14,34421,II,Deposits and Withdrawals of Operating Cash,74,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,United States Postal Service (USPS),null,387,387,73757,II,Deposits and Withdrawals of Operating Cash,75,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,US Army Corps of Engineers,null,2,2,1122,II,Deposits and Withdrawals of Operating Cash,76,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Unclassified - Deposits,null,6,6,2007,II,Deposits and Withdrawals of Operating Cash,77,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Deposits,Public Debt Cash Issues (Table IIIB),null,204587,204587,21472040,II,Deposits and Withdrawals of Operating Cash,79,2024,4,2024,3,07,01
2024-07-01,Treasury General Account Total Deposits,Deposits,null,null,251003,251003,25968150,II,Deposits and Withdrawals of Operating Cash,80,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Corporation for Public Broadcasting,null,0,0,585,II,Deposits and Withdrawals of Operating Cash,81,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Agriculture (USDA) - misc,null,101,101,20289,II,Deposits and Withdrawals of Operating Cash,82,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Child Nutrition,null,26,26,24795,II,Deposits and Withdrawals of Operating Cash,83,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Commodity Credit Corporation,null,6,6,8970,II,Deposits and Withdrawals of Operating Cash,84,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Federal Crop Insurance Corp Fund,null,33,33,14511,II,Deposits and Withdrawals of Operating Cash,85,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Loan Payments,null,39,39,9831,II,Deposits and Withdrawals of Operating Cash,86,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Other Farm Service,null,2,2,3906,II,Deposits and Withdrawals of Operating Cash,87,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Supp Nutrition Assist Prog (SNAP),null,459,459,80383,II,Deposits and Withdrawals of Operating Cash,88,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,USDA - Supp Nutrition Assist Prog (WIC),null,31,31,5427,II,Deposits and Withdrawals of Operating Cash,89,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Commerce (DOC),null,23,23,6999,II,Deposits and Withdrawals of Operating Cash,90,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Defense (DoD) - misc,null,709,709,335493,II,Deposits and Withdrawals of Operating Cash,91,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DoD - Military Active Duty Pay,null,4446,4446,74288,II,Deposits and Withdrawals of Operating Cash,92,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DoD - Military Retirement,null,5776,5776,52345,II,Deposits and Withdrawals of Operating Cash,93,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Education (ED),null,435,435,181812,II,Deposits and Withdrawals of Operating Cash,94,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Energy (DOE),null,220,220,44182,II,Deposits and Withdrawals of Operating Cash,95,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Health & Human Serv (HHS) - misc,null,21,21,7054,II,Deposits and Withdrawals of Operating Cash,96,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Centers for Disease Control (CDC),null,65,65,12770,II,Deposits and Withdrawals of Operating Cash,97,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Federal Hospital Insr Trust Fund,null,22672,22672,318178,II,Deposits and Withdrawals of Operating Cash,98,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Federal Supple Med Insr Trust Fund,null,33410,33410,402945,II,Deposits and Withdrawals of Operating Cash,99,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Grants to States for Medicaid,null,518,518,457902,II,Deposits and Withdrawals of Operating Cash,100,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Health Resources & Services Admin,null,53,53,10597,II,Deposits and Withdrawals of Operating Cash,101,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Indian Health Service,null,1,1,7066,II,Deposits and Withdrawals of Operating Cash,102,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Marketplace Payments,null,0,0,93093,II,Deposits and Withdrawals of Operating Cash,103,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Medicare Prescription Drugs,null,12023,12023,93250,II,Deposits and Withdrawals of Operating Cash,104,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - National Institutes of Health,null,126,126,33244,II,Deposits and Withdrawals of Operating Cash,105,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Other Public Health Services,null,27,27,8748,II,Deposits and Withdrawals of Operating Cash,106,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Othr Admin for Children & Families,null,118,118,22001,II,Deposits and Withdrawals of Operating Cash,107,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Othr Cent Medicare & Medicaid Serv,null,530,530,26302,II,Deposits and Withdrawals of Operating Cash,108,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Payments to States,null,80,80,25803,II,Deposits and Withdrawals of Operating Cash,109,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HHS - Temp Assistance for Needy Families,null,0,0,12995,II,Deposits and Withdrawals of Operating Cash,110,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Homeland Security (DHS) - misc,null,11,11,12568,II,Deposits and Withdrawals of Operating Cash,111,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DHS - Customs & Border Protection (CBP),null,12,12,7840,II,Deposits and Withdrawals of Operating Cash,112,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DHS - Fed Emergency Mgmt Agency (FEMA),null,105,105,24012,II,Deposits and Withdrawals of Operating Cash,113,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DHS - Transportation Security Admn (TSA),null,0,0,1893,II,Deposits and Withdrawals of Operating Cash,114,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Housing & Urban Dev (HUD) - misc,null,4158,4158,64146,II,Deposits and Withdrawals of Operating Cash,115,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,HUD - Federal Housing Admin (FHA),null,38,38,13233,II,Deposits and Withdrawals of Operating Cash,116,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Interior (DOI) - misc,null,45,45,13121,II,Deposits and Withdrawals of Operating Cash,117,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOI - Fish and Wildlife and Parks,null,26,26,4036,II,Deposits and Withdrawals of Operating Cash,118,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOI - Land and Minerals Management,null,5,5,1810,II,Deposits and Withdrawals of Operating Cash,119,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOI - Water and Science,null,8,8,2301,II,Deposits and Withdrawals of Operating Cash,120,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Justice (DOJ),null,16,16,17121,II,Deposits and Withdrawals of Operating Cash,121,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Labor (DOL) - misc,null,51,51,13019,II,Deposits and Withdrawals of Operating Cash,122,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOL - Pension Benefit Guaranty Corp.,null,90,90,6075,II,Deposits and Withdrawals of Operating Cash,123,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOL - Unemployment Benefits,null,173,173,28109,II,Deposits and Withdrawals of Operating Cash,124,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of State (DOS),null,60,60,15127,II,Deposits and Withdrawals of Operating Cash,125,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Transportation (DOT) - misc,null,0,0,3591,II,Deposits and Withdrawals of Operating Cash,126,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOT - Federal Aviation Administration,null,1,1,9408,II,Deposits and Withdrawals of Operating Cash,127,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOT - Federal Highway Administration,null,141,141,41505,II,Deposits and Withdrawals of Operating Cash,128,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOT - Federal Railroad Administration,null,31,31,3383,II,Deposits and Withdrawals of Operating Cash,129,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,DOT - Federal Transit Administration,null,77,77,15263,II,Deposits and Withdrawals of Operating Cash,130,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Treasury (TREAS) - misc,null,3,3,3082,II,Deposits and Withdrawals of Operating Cash,131,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - Bureau of Engraving and Printing,null,0,0,500,II,Deposits and Withdrawals of Operating Cash,132,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - Claims Judgments and Relief Acts,null,0,0,1460,II,Deposits and Withdrawals of Operating Cash,133,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - Comptroller of the Currency,null,0,0,258,II,Deposits and Withdrawals of Operating Cash,134,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - Federal Financing Bank,null,4,4,46727,II,Deposits and Withdrawals of Operating Cash,135,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - IRS Refunds for Puerto Rico,null,0,0,819,II,Deposits and Withdrawals of Operating Cash,136,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - Pmt to Resolution Funding Corp,null,0,0,704,II,Deposits and Withdrawals of Operating Cash,137,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,TREAS - United States Mint,null,5,5,2842,II,Deposits and Withdrawals of Operating Cash,138,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Taxes - Business Tax Refunds (EFT),null,70,70,14554,II,Deposits and Withdrawals of Operating Cash,139,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Taxes - Individual Tax Refunds (EFT),null,81,81,286130,II,Deposits and Withdrawals of Operating Cash,140,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,ESF - Economic Recovery Programs,null,0,0,-8411,II,Deposits and Withdrawals of Operating Cash,141,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Dept of Veterans Affairs (VA),null,470,470,68935,II,Deposits and Withdrawals of Operating Cash,142,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,VA - Benefits,null,13692,13692,134667,II,Deposits and Withdrawals of Operating Cash,143,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,District of Columbia,null,8,8,322,II,Deposits and Withdrawals of Operating Cash,144,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Environmental Protection Agency (EPA),null,20,20,10854,II,Deposits and Withdrawals of Operating Cash,145,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Export-Import Bank,null,5,5,459,II,Deposits and Withdrawals of Operating Cash,146,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Federal Communications Commission (FCC),null,0,0,8529,II,Deposits and Withdrawals of Operating Cash,147,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,FCC - Universal Service Fund,null,0,0,6413,II,Deposits and Withdrawals of Operating Cash,148,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Federal Deposit Insurance Corp (FDIC),null,1,1,66551,II,Deposits and Withdrawals of Operating Cash,149,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Federal Retirement Thrift Savings Plan,null,49,49,43414,II,Deposits and Withdrawals of Operating Cash,150,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Federal Salaries (EFT),null,648,648,176803,II,Deposits and Withdrawals of Operating Cash,151,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Federal Trade Commission (FTC),null,1,1,422,II,Deposits and Withdrawals of Operating Cash,152,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,General Services Administration (GSA),null,546,546,26874,II,Deposits and Withdrawals of Operating Cash,153,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Independent Agencies - misc,null,6,6,4994,II,Deposits and Withdrawals of Operating Cash,154,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Interest on Treasury Securities,null,15358,15358,367033,II,Deposits and Withdrawals of Operating Cash,155,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,International Monetary Fund (IMF),null,0,0,4610,II,Deposits and Withdrawals of Operating Cash,156,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,Int'l Assistance Programs (IAP) - misc,null,0,0,572,II,Deposits and Withdrawals of Operating Cash,157,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,IAP - Agency for Int'l Development (AID),null,78,78,15225,II,Deposits and Withdrawals of Operating Cash,158,2024,4,2024,3,07,01
2024-07-01,Treasury General Account (TGA),Withdrawals,IAP - Foreign Military Sales,null,19,19,22946,II,Deposits and Withdrawals of Operating Cash,159,2024,4,2024,3,07,01
